Combination,Average Score
"니키, 아르다, 알렉스",16.5
"바냐, 에스텔, 클로에",17.25
"니키, 마커스, 아이솔",21.555555555555557
"버니스, 요한, 이안",11.333333333333334
"비앙카, 셀린, 캐시",16.0
"실비아, 아디나, 현우",7.0
"매그너스, 바바라, 클로에",27.0
"매그너스, 에키온, 칼라",27.0
"다르코, 띠아, 클로에",12.0
"실비아, 알렉스, 카밀로",21.8
"로지, 매그너스, 츠바메",21.25
"니키, 재키, 헤이즈",20.22222222222222
"유키, 츠바메, 케네스",13.5
"루크, 알렉스, 엠마",9.142857142857142
"레니, 버니스, 카밀로",1.0
"리다이린, 아야, 재키",21.5
"비앙카, 케네스, 키아라",7.0
"로지, 아르다, 아이작",20.333333333333332
"셀린, 아비게일, 알론소",12.0
"시셀라, 아비게일, 에이든",24.666666666666668
"나딘, 리다이린, 매그너스",15.666666666666666
"다르코, 실비아, 이렘",18.0
"쇼이치, 엘레나, 펠릭스",14.8
"데비와 마를렌, 마르티나, 펠릭스",12.666666666666666
"유민, 츠바메, 케네스",34.0
"쇼우, 시셀라, 이바",7.0
"로지, 알렉스, 유민",22.75
"버니스, 아르다, 에이든",35.0
"매그너스, 알렉스, 츠바메",15.666666666666666
"마이, 윌리엄, 카밀로",21.818181818181817
"다니엘, 캐시, 피올로",34.0
"가넷, 마커스, 피올로",16.0
"버니스, 아비게일, 엘레나",13.25
"버니스, 일레븐, 재키",13.4
"아드리아나, 얀, 피올로",16.5
"띠아, 리다이린, 캐시",25.25
"바냐, 캐시, 헤이즈",23.25
"레온, 샬럿, 얀",6.0
"다르코, 엠마, 윌리엄",9.5
"다르코, 마커스, 바냐",30.0
"띠아, 루크, 아이작",16.875
"로지, 아델라, 아이작",31.666666666666668
"다니엘, 마이, 카티야",17.833333333333332
"다니엘, 요한, 카밀로",36.0
"버니스, 얀, 엘레나",19.5
"에스텔, 윌리엄, 테오도르",2.0
"아이작, 제니, 캐시",23.0
"레녹스, 리오, 펠릭스",19.666666666666668
"리오, 얀, 이안",22.5
"케네스, 프리야, 헤이즈",19.0
"마이, 매그너스, 버니스",12.0
"루크, 마르티나, 케네스",13.5
"아야, 엘레나, 엠마",19.0
"비앙카, 아야, 에이든",24.0
"쇼이치, 자히르, 현우",23.333333333333332
"쇼이치, 카티야, 하트",6.0
"다르코, 바냐, 칼라",13.0
"라우라, 캐시, 테오도르",13.0
"데비와 마를렌, 띠아, 레녹스",8.333333333333334
"마르티나, 시셀라, 케네스",20.333333333333332
"르노어, 아야, 엘레나",10.5
"마이, 아비게일, 카밀로",24.666666666666668
"마커스, 아디나, 헤이즈",19.25
"데비와 마를렌, 요한, 프리야",19.0
"루크, 실비아, 헤이즈",25.833333333333332
"띠아, 바바라, 엠마",9.0
"라우라, 알렉스, 캐시",16.5
"나딘, 다르코, 라우라",17.0
"이바, 카티야, 현우",14.0
"리오, 샬럿, 아디나",2.0
"가넷, 쇼이치, 이안",8.0
"바바라, 샬럿, 카밀로",18.0
"데비와 마를렌, 아이작, 캐시",24.5
"실비아, 아델라, 현우",8.0
"나딘, 라우라, 바냐",18.0
"리오, 일레븐, 펠릭스",32.5
"마커스, 아이솔, 재키",17.285714285714285
"마이, 아이작, 유민",23.0
"바냐, 셀린, 아야",16.0
"수아, 에이든, 펠릭스",8.0
"르노어, 아이작, 카밀로",20.833333333333332
"바냐, 유키, 테오도르",29.5
"요한, 츠바메, 피오라",11.0
"가넷, 레니, 매그너스",28.0
"리다이린, 바바라, 얀",19.0
"레온, 이안, 케네스",2.0
"나타폰, 유키, 카티야",22.8
"다니엘, 이바, 케네스",21.0
"에키온, 카티야, 현우",11.636363636363637
"루크, 하트, 헤이즈",39.0
"리오, 실비아, 아야",8.0
"쇼우, 윌리엄, 이안",31.0
"에스텔, 이바, 츠바메",8.0
"로지, 아델라, 얀",48.0
"다르코, 시셀라, 자히르",21.333333333333332
"니키, 쇼이치, 타지아",18.0
"아디나, 얀, 현우",18.666666666666668
"다니엘, 시셀라, 헤이즈",24.0
"나타폰, 아비게일, 알렉스",10.0
"알론소, 얀, 테오도르",14.0
"나타폰, 테오도르, 현우",9.0
"다니엘, 재키, 혜진",10.0
"쇼이치, 아야, 이안",8.666666666666666
"카밀로, 카티야, 헤이즈",24.75
"쇼우, 아비게일, 하트",0.0
"다니엘, 레온, 아드리아나",18.5
"다르코, 이바, 피올로",26.75
"데비와 마를렌, 리오, 엠마",18.428571428571427
"시셀라, 아델라, 재키",21.0
"루크, 에스텔, 제니",20.5
"로지, 아야, 타지아",0.0
"아비게일, 엘레나, 클로에",28.0
"니키, 레녹스, 아르다",15.0
"가넷, 레니, 피올로",32.0
"엠마, 이안, 케네스",28.75
"로지, 바냐, 알렉스",16.0
"나딘, 매그너스, 츠바메",15.0
"리다이린, 마르티나, 카밀로",10.0
"마커스, 샬럿, 칼라",22.5
"비앙카, 아야, 아이작",16.0
"니키, 이안, 키아라",42.0
"다르코, 아이솔, 유민",10.6
"비앙카, 시셀라, 알렉스",15.333333333333334
"마이, 아이작, 카티야",11.363636363636363
"유민, 카티야, 혜진",12.5
"가넷, 마커스, 얀",18.0
"리오, 매그너스, 알론소",4.0
"라우라, 루크, 버니스",32.166666666666664
"아야, 자히르, 제니",26.0
"실비아, 이안, 펠릭스",18.0
"라우라, 마이, 테오도르",29.428571428571427
"아이작, 알렉스, 클로에",32.0
"레녹스, 쇼이치, 키아라",4.0
"에이든, 엘레나, 헤이즈",23.0
"레온, 아드리아나, 유키",7.5
"띠아, 르노어, 일레븐",11.0
"띠아, 얀, 재키",24.6
"레니, 카밀로, 키아라",21.4
"레녹스, 얀, 자히르",19.0
"바냐, 아드리아나, 케네스",11.2
"레니, 마이, 매그너스",45.0
"다니엘, 라우라, 매그너스",15.0
"가넷, 시셀라, 이안",6.0
"니키, 아야, 일레븐",8.0
"비앙카, 에스텔, 유민",13.333333333333334
"데비와 마를렌, 칼라, 키아라",6.0
"일레븐, 타지아, 피오라",30.0
"아드리아나, 타지아, 하트",21.0
"가넷, 얀, 클로에",26.0
"리오, 아이작, 유키",18.0
"르노어, 마이, 매그너스",23.0
"나타폰, 니키, 피오라",19.0
"데비와 마를렌, 레온, 유민",12.5
"나타폰, 리오, 수아",22.5
"나딘, 레온, 현우",9.0
"아비게일, 알렉스, 츠바메",15.666666666666666
"레녹스, 피오라, 혜진",22.5
"나타폰, 마이, 쇼이치",24.666666666666668
"가넷, 테오도르, 펠릭스",8.666666666666666
"마이, 피오라, 현우",11.0
"아이솔, 얀, 펠릭스",22.0
"르노어, 클로에, 피올로",12.0
"버니스, 수아, 현우",21.8
"마이, 유민, 이바",19.666666666666668
"엘레나, 엠마, 유민",14.5
"아야, 현우, 혜진",12.25
"비앙카, 유키, 츠바메",16.666666666666668
"리다이린, 시셀라, 아델라",35.5
"나타폰, 루크, 타지아",11.0
"실비아, 에키온, 일레븐",2.0
"레니, 이렘, 이안",14.0
"니키, 데비와 마를렌, 바냐",13.333333333333334
"아비게일, 알렉스, 케네스",28.0
"데비와 마를렌, 바냐, 아르다",15.875
"데비와 마를렌, 유민, 일레븐",23.0
"아야, 알렉스, 카밀로",24.25
"리다이린, 엘레나, 제니",34.5
"아드리아나, 에스텔, 카밀로",20.333333333333332
"알렉스, 이바, 클로에",40.0
"쇼우, 아디나, 카티야",19.1
"리다이린, 바바라, 카티야",13.0
"다르코, 루크, 아델라",12.0
"아디나, 유민, 이렘",25.0
"샬럿, 아이솔, 에키온",11.0
"데비와 마를렌, 아드리아나, 유민",11.166666666666666
"수아, 카밀로, 현우",15.25
"다르코, 아야, 칼라",13.5
"바냐, 바바라, 에이든",13.5
"쇼우, 유민, 케네스",11.5
"유민, 이렘, 클로에",19.0
"루크, 아이작, 칼라",17.0
"다르코, 매그너스, 캐시",22.666666666666668
"바냐, 얀, 제니",12.0
"가넷, 바냐, 아야",16.77777777777778
"다르코, 리오, 쇼이치",25.571428571428573
"쇼이치, 펠릭스, 혜진",15.5
"레니, 아드리아나, 타지아",15.0
"가넷, 셀린, 쇼우",49.0
"셀린, 수아, 자히르",14.0
"라우라, 아이작, 클로에",29.0
"수아, 아델라, 에이든",18.0
"가넷, 르노어, 키아라",15.6
"띠아, 알렉스, 프리야",12.0
"리오, 타지아, 펠릭스",6.0
"알렉스, 이안, 테오도르",16.5
"다니엘, 비앙카, 자히르",30.666666666666668
"버니스, 아이작, 유키",24.5
"나딘, 아비게일, 아이작",10.333333333333334
"아디나, 캐시, 현우",13.0
"마커스, 바바라, 쇼이치",19.0
"나타폰, 에이든, 케네스",22.5
"요한, 재키, 키아라",27.857142857142858
"수아, 알렉스, 자히르",14.5
"아이작, 에이든, 츠바메",6.0
"아이솔, 요한, 키아라",23.875
"르노어, 바냐, 카티야",9.75
"라우라, 루크, 현우",21.22222222222222
"레녹스, 아이작, 자히르",29.5
"다르코, 아비게일, 엘레나",3.0
"에이든, 이안, 헤이즈",20.0
"바냐, 수아, 아디나",22.0
"레녹스, 셀린, 케네스",20.0
"레온, 아이솔, 클로에",25.0
"얀, 엠마, 피오라",9.0
"바바라, 아이작, 카밀로",15.333333333333334
"아비게일, 아이솔, 이렘",17.25
"윌리엄, 일레븐, 카밀로",54.0
"시셀라, 테오도르, 현우",6.0
"샬럿, 셀린, 재키",16.333333333333332
"마이, 아드리아나, 칼라",9.0
"라우라, 엠마, 피올로",23.0
"니키, 유민, 헤이즈",16.4
"수아, 에이든, 유민",15.5
"다니엘, 아드리아나, 테오도르",10.0
"마르티나, 아야, 유민",14.0
"띠아, 알렉스, 윌리엄",17.333333333333332
"마르티나, 샬럿, 아이작",18.0
"마이, 셀린, 이바",16.0
"다르코, 실비아, 엘레나",17.0
"버니스, 캐시, 하트",37.0
"다니엘, 아이작, 혜진",18.0
"다니엘, 매그너스, 아야",19.428571428571427
"다르코, 리다이린, 츠바메",23.666666666666668
"마커스, 샬럿, 이렘",4.0
"데비와 마를렌, 버니스, 에키온",37.0
"아델라, 피올로, 혜진",7.5
"아델라, 아야, 엘레나",18.0
"니키, 라우라, 쇼이치",17.333333333333332
"윌리엄, 이안, 재키",19.0
"바바라, 쇼우, 자히르",28.0
"시셀라, 에키온, 카밀로",14.5
"비앙카, 윌리엄, 카티야",29.0
"나타폰, 레녹스, 루크",16.75
"비앙카, 아이솔, 츠바메",17.666666666666668
"데비와 마를렌, 루크, 프리야",12.375
"마커스, 아야, 피올로",13.0
"수아, 시셀라, 카밀로",25.0
"루크, 아델라, 카티야",27.75
"나타폰, 띠아, 레녹스",26.8
"마이, 이안, 펠릭스",4.0
"나딘, 엘레나, 헤이즈",17.666666666666668
"윌리엄, 이렘, 케네스",35.5
"레니, 엘레나, 케네스",15.0
"레온, 루크, 윌리엄",12.333333333333334
"수아, 실비아, 아델라",13.0
"아이솔, 키아라, 프리야",24.5
"로지, 에스텔, 프리야",13.5
"버니스, 실비아, 엘레나",20.0
"다니엘, 로지, 일레븐",18.0
"유민, 일레븐, 카티야",24.75
"레온, 이바, 현우",25.0
"루크, 쇼이치, 케네스",11.75
"리오, 아비게일, 키아라",11.166666666666666
"수아, 아이작, 이렘",26.0
"쇼우, 쇼이치, 캐시",9.0
"에스텔, 카밀로, 키아라",25.0
"마이, 엠마, 츠바메",9.5
"로지, 비앙카, 케네스",24.25
"바냐, 아야, 키아라",11.0
"버니스, 아비게일, 아이작",18.25
"가넷, 수아, 헤이즈",21.0
"쇼이치, 시셀라, 에스텔",12.833333333333334
"니키, 알론소, 유민",28.0
"아드리아나, 이렘, 피오라",3.0
"데비와 마를렌, 리다이린, 알렉스",21.0
"아르다, 얀, 현우",9.5
"이렘, 케네스, 프리야",31.0
"다르코, 카밀로, 피오라",13.0
"다르코, 리다이린, 바바라",5.0
"루크, 르노어, 셀린",24.666666666666668
"유민, 카티야, 키아라",2.0
"마이, 유키, 현우",12.0
"니키, 수아, 이바",27.0
"매그너스, 실비아, 엘레나",8.0
"루크, 바냐, 제니",33.0
"시셀라, 엘레나, 키아라",16.75
"마커스, 아드리아나, 아이작",25.0
"아이작, 엠마, 현우",18.666666666666668
"레온, 르노어, 유키",22.75
"라우라, 루크, 요한",25.0
"에이든, 제니, 케네스",28.0
"라우라, 수아, 에키온",12.5
"다니엘, 아야, 케네스",18.625
"유키, 타지아, 펠릭스",14.5
"레녹스, 아델라, 피올로",11.0
"루크, 바냐, 에이든",11.666666666666666
"쇼이치, 아디나, 츠바메",8.0
"루크, 아델라, 이바",9.0
"띠아, 쇼이치, 에키온",32.166666666666664
"다니엘, 로지, 아야",31.0
"엠마, 칼라, 케네스",12.5
"아이솔, 유민, 현우",14.333333333333334
"다르코, 레녹스, 헤이즈",16.0
"다니엘, 에키온, 헤이즈",11.6
"매그너스, 이안, 혜진",25.0
"리오, 엠마, 타지아",10.0
"띠아, 매그너스, 이렘",20.5
"르노어, 샬럿, 아야",4.0
"실비아, 아드리아나, 캐시",11.0
"니키, 데비와 마를렌, 이렘",10.0
"니키, 루크, 비앙카",11.666666666666666
"데비와 마를렌, 아르다, 아야",17.0
"로지, 얀, 카티야",4.0
"쇼우, 이안, 칼라",32.0
"마이, 셀린, 키아라",17.0
"매그너스, 자히르, 케네스",11.4
"나딘, 일레븐, 혜진",12.0
"다니엘, 마르티나, 수아",32.2
"에이든, 키아라, 현우",8.0
"나딘, 니키, 버니스",20.0
"레니, 쇼우, 이안",0.0
"버니스, 아드리아나, 알론소",31.0
"마커스, 버니스, 케네스",19.25
"비앙카, 샬럿, 재키",24.125
"샬럿, 아디나, 타지아",40.0
"로지, 아르다, 얀",12.5
"데비와 마를렌, 로지, 비앙카",15.714285714285714
"이렘, 카밀로, 케네스",10.5
"라우라, 레니, 알렉스",4.0
"라우라, 아야, 하트",9.0
"아야, 알렉스, 에키온",43.0
"루크, 케네스, 타지아",17.5
"쇼이치, 얀, 헤이즈",17.90909090909091
"바냐, 엘레나, 유민",14.0
"시셀라, 아비게일, 유키",14.222222222222221
"다니엘, 이안, 카밀로",38.0
"매그너스, 쇼이치, 피오라",18.6
"띠아, 루크, 피올로",21.25
"로지, 바냐, 에이든",22.0
"니키, 다니엘, 아비게일",2.0
"캐시, 피올로, 헤이즈",12.2
"리다이린, 윌리엄, 피올로",14.5
"시셀라, 에스텔, 에이든",46.0
"이렘, 츠바메, 헤이즈",4.0
"리오, 일레븐, 프리야",16.8
"라우라, 쇼우, 칼라",4.0
"데비와 마를렌, 아디나, 키아라",13.428571428571429
"데비와 마를렌, 재키, 키아라",17.5
"매그너스, 유키, 프리야",14.0
"레녹스, 아델라, 츠바메",24.0
"시셀라, 에스텔, 유민",18.5
"유키, 클로에, 현우",13.0
"리다이린, 케네스, 피올로",8.0
"레녹스, 실비아, 이바",27.0
"로지, 마이, 아디나",27.22222222222222
"띠아, 리다이린, 키아라",34.666666666666664
"에스텔, 에이든, 유민",16.666666666666668
"라우라, 아이작, 제니",26.0
"라우라, 수아, 제니",19.375
"로지, 쇼우, 헤이즈",25.625
"다니엘, 아야, 혜진",7.0
"다니엘, 라우라, 헤이즈",23.75
"유민, 케네스, 펠릭스",18.333333333333332
"니키, 버니스, 이안",27.0
"리다이린, 매그너스, 키아라",17.666666666666668
"비앙카, 쇼이치, 혜진",23.666666666666668
"에스텔, 에이든, 카티야",31.2
"라우라, 얀, 에스텔",14.0
"나딘, 루크, 에이든",5.0
"다니엘, 마르티나, 클로에",6.0
"매그너스, 버니스, 엠마",37.333333333333336
"바냐, 펠릭스, 현우",11.0
"다르코, 아야, 이렘",18.625
"라우라, 요한, 카티야",23.5
"마커스, 비앙카, 수아",19.0
"데비와 마를렌, 키아라, 하트",15.25
"리오, 얀, 피올로",11.5
"리다이린, 바냐, 엠마",22.0
"바냐, 아이솔, 알론소",17.5
"시셀라, 아비게일, 얀",15.0
"바냐, 제니, 피오라",31.0
"레녹스, 재키, 하트",10.0
"가넷, 실비아, 아디나",32.0
"니키, 카티야, 타지아",13.666666666666666
"나타폰, 레온, 쇼우",4.0
"알론소, 카티야, 케네스",11.0
"리다이린, 쇼이치, 유키",18.666666666666668
"다니엘, 마르티나, 카티야",22.0
"실비아, 알렉스, 제니",25.0
"데비와 마를렌, 엠마, 현우",10.714285714285714
"가넷, 얀, 이바",19.2
"다르코, 에이든, 유민",20.5
"레니, 리다이린, 펠릭스",29.5
"수아, 아비게일, 알렉스",20.6
"데비와 마를렌, 카티야, 타지아",16.0
"나딘, 카티야, 혜진",9.0
"알론소, 펠릭스, 피올로",10.0
"수아, 아이작, 케네스",8.0
"쇼이치, 얀, 캐시",16.666666666666668
"마커스, 바냐, 헤이즈",19.428571428571427
"아비게일, 아이작, 츠바메",0.0
"데비와 마를렌, 루크, 혜진",18.0
"가넷, 나딘, 아르다",12.0
"루크, 실비아, 이바",2.0
"아드리아나, 일레븐, 타지아",25.5
"레온, 루크, 바냐",6.75
"니키, 아디나, 하트",28.0
"아드리아나, 엠마, 유키",18.333333333333332
"비앙카, 카밀로, 혜진",11.0
"가넷, 버니스, 셀린",24.0
"바냐, 아이작, 얀",12.75
"레온, 이안, 테오도르",16.5
"아르다, 이렘, 케네스",6.5
"마커스, 아야, 카밀로",16.5
"쇼우, 에이든, 츠바메",23.0
"띠아, 라우라, 아디나",10.0
"윌리엄, 재키, 헤이즈",2.0
"마이, 아이솔, 엘레나",9.0
"루크, 아이작, 카밀로",2.0
"마커스, 시셀라, 엠마",10.5
"바냐, 쇼이치, 카티야",16.0
"르노어, 마르티나, 수아",29.0
"다니엘, 바바라, 버니스",2.0
"루크, 마르티나, 피오라",10.666666666666666
"얀, 윌리엄, 케네스",19.428571428571427
"아델라, 이안, 키아라",31.5
"마커스, 버니스, 셀린",4.0
"마르티나, 일레븐, 헤이즈",16.833333333333332
"로지, 르노어, 프리야",2.0
"마커스, 케네스, 키아라",20.5
"리다이린, 아르다, 에스텔",6.0
"니키, 수아, 엠마",19.666666666666668
"라우라, 아디나, 캐시",25.0
"얀, 유민, 이안",18.0
"리오, 에스텔, 혜진",29.0
"비앙카, 헤이즈, 현우",22.8
"데비와 마를렌, 르노어, 아야",24.666666666666668
"바냐, 아드리아나, 이안",17.0
"띠아, 바냐, 일레븐",9.666666666666666
"비앙카, 이바, 캐시",24.0
"나딘, 아이작, 클로에",16.0
"레녹스, 르노어, 헤이즈",8.0
"니키, 아야, 자히르",19.0
"아델라, 에이든, 프리야",6.0
"비앙카, 아이솔, 피올로",21.285714285714285
"바냐, 비앙카, 피올로",8.0
"레온, 얀, 윌리엄",29.5
"띠아, 샬럿, 아이작",13.8
"아디나, 아이솔, 재키",27.0
"이렘, 재키, 펠릭스",9.0
"데비와 마를렌, 유키, 펠릭스",8.0
"마이, 샬럿, 수아",15.5
"레온, 로지, 이렘",19.0
"매그너스, 알렉스, 엠마",30.0
"마이, 재키, 하트",26.5
"쇼이치, 엘레나, 프리야",21.0
"데비와 마를렌, 르노어, 피올로",24.0
"바냐, 아델라, 알론소",9.0
"데비와 마를렌, 피오라, 현우",10.0
"마르티나, 아이솔, 일레븐",19.0
"얀, 유키, 피올로",31.0
"르노어, 엘레나, 케네스",22.75
"나타폰, 니키, 유키",26.6
"리다이린, 자히르, 캐시",19.0
"아이작, 얀, 이렘",12.0
"나딘, 로지, 유키",9.0
"레녹스, 리다이린, 리오",16.25
"아이작, 에키온, 엠마",42.0
"데비와 마를렌, 츠바메, 케네스",15.222222222222221
"아디나, 얀, 카밀로",33.5
"로지, 리오, 혜진",18.0
"다니엘, 다르코, 에스텔",2.0
"라우라, 얀, 혜진",20.8
"레온, 리오, 현우",5.0
"가넷, 쇼이치, 에키온",13.333333333333334
"가넷, 시셀라, 클로에",23.666666666666668
"레온, 이안, 카티야",12.0
"니키, 아드리아나, 아디나",0.0
"마이, 일레븐, 하트",39.0
"레니, 카티야, 키아라",13.666666666666666
"로지, 마커스, 매그너스",10.0
"나타폰, 리오, 현우",8.0
"데비와 마를렌, 윌리엄, 카티야",12.0
"다르코, 엠마, 펠릭스",23.5
"루크, 윌리엄, 키아라",29.25
"가넷, 라우라, 바냐",14.5
"바바라, 알론소, 카티야",7.5
"마이, 요한, 카밀로",12.5
"마커스, 샬럿, 아르다",10.0
"나타폰, 알렉스, 유민",13.0
"리다이린, 매그너스, 타지아",10.0
"다니엘, 마이, 펠릭스",6.0
"가넷, 나딘, 재키",19.666666666666668
"로지, 에키온, 피오라",23.0
"로지, 마이, 마커스",36.5
"루크, 샬럿, 테오도르",18.125
"쇼이치, 아디나, 에이든",14.333333333333334
"나타폰, 로지, 수아",12.666666666666666
"가넷, 아비게일, 에스텔",6.0
"나딘, 다르코, 셀린",11.0
"나타폰, 알론소, 카티야",13.222222222222221
"나딘, 아디나, 키아라",3.0
"띠아, 요한, 키아라",24.0
"바바라, 엘레나, 이안",8.0
"버니스, 자히르, 피올로",15.0
"나딘, 얀, 프리야",27.5
"레니, 펠릭스, 현우",26.142857142857142
"매그너스, 얀, 칼라",11.0
"시셀라, 유키, 타지아",31.5
"레녹스, 제니, 현우",32.0
"마르티나, 매그너스, 아이솔",15.0
"비앙카, 이안, 재키",29.666666666666668
"아디나, 엘레나, 윌리엄",4.0
"샬럿, 수아, 아르다",26.0
"레녹스, 리다이린, 아이솔",12.0
"르노어, 알론소, 제니",19.5
"다니엘, 아델라, 피오라",18.0
"라우라, 쇼이치, 재키",12.333333333333334
"실비아, 아이작, 츠바메",8.0
"에스텔, 에키온, 현우",4.0
"쇼우, 아르다, 테오도르",25.0
"다르코, 리오, 아이솔",20.0
"수아, 아르다, 이안",10.5
"셀린, 아비게일, 알렉스",15.5
"레니, 매그너스, 알렉스",18.666666666666668
"아르다, 에이든, 재키",29.0
"다니엘, 데비와 마를렌, 엠마",12.88888888888889
"아르다, 일레븐, 재키",27.5
"리다이린, 수아, 아이작",15.0
"라우라, 카밀로, 칼라",24.0
"알렉스, 피오라, 혜진",17.5
"시셀라, 아이솔, 유키",19.0
"나타폰, 로지, 펠릭스",14.0
"다르코, 라우라, 비앙카",16.75
"실비아, 윌리엄, 캐시",7.0
"나딘, 라우라, 레온",30.4
"비앙카, 쇼이치, 헤이즈",7.5
"버니스, 일레븐, 캐시",24.333333333333332
"루크, 수아, 자히르",32.0
"나타폰, 니키, 아델라",24.5
"루크, 매그너스, 셀린",12.5
"쇼이치, 시셀라, 타지아",0.0
"매그너스, 아드리아나, 유민",16.75
"다니엘, 아드리아나, 유키",22.6
"레온, 수아, 헤이즈",26.2
"버니스, 비앙카, 피오라",40.0
"매그너스, 자히르, 헤이즈",16.25
"가넷, 나타폰, 칼라",32.75
"알론소, 재키, 테오도르",12.25
"엘레나, 자히르, 펠릭스",23.0
"시셀라, 에이든, 자히르",28.5
"가넷, 바바라, 실비아",18.333333333333332
"마커스, 프리야, 헤이즈",16.0
"다니엘, 루크, 테오도르",19.0
"나타폰, 에스텔, 유키",17.0
"레녹스, 바냐, 윌리엄",4.0
"비앙카, 쇼이치, 아르다",21.333333333333332
"르노어, 알렉스, 키아라",22.0
"리다이린, 셀린, 피오라",20.5
"아르다, 유민, 케네스",6.0
"얀, 피오라, 하트",23.0
"레니, 츠바메, 현우",17.0
"나타폰, 리다이린, 이렘",16.0
"라우라, 마커스, 카밀로",18.0
"레녹스, 자히르, 카밀로",23.333333333333332
"라우라, 쇼이치, 케네스",20.77777777777778
"데비와 마를렌, 아비게일, 엘레나",23.75
"루크, 유민, 일레븐",11.5
"나딘, 엠마, 현우",15.0
"띠아, 에이든, 캐시",38.666666666666664
"띠아, 아르다, 이안",23.0
"레니, 얀, 피올로",31.0
"자히르, 재키, 카밀로",44.0
"아야, 아이솔, 하트",15.0
"쇼우, 피오라, 헤이즈",25.666666666666668
"마커스, 버니스, 시셀라",37.0
"아델라, 아드리아나, 얀",33.0
"마커스, 키아라, 헤이즈",18.75
"버니스, 케네스, 피오라",16.0
"다르코, 쇼이치, 혜진",14.0
"르노어, 얀, 헤이즈",26.5
"띠아, 아르다, 칼라",18.0
"마이, 아야, 에키온",19.5
"나타폰, 다르코, 카밀로",6.0
"라우라, 바냐, 헤이즈",22.333333333333332
"캐시, 케네스, 현우",14.75
"쇼우, 아비게일, 엠마",9.333333333333334
"매그너스, 수아, 유키",23.0
"아르다, 에키온, 하트",31.0
"쇼우, 클로에, 피오라",30.6
"아이솔, 이렘, 캐시",17.0
"다르코, 라우라, 이바",28.0
"르노어, 쇼이치, 얀",16.0
"샬럿, 이렘, 카밀로",6.666666666666667
"다니엘, 시셀라, 피오라",10.0
"다르코, 쇼이치, 타지아",31.0
"니키, 윌리엄, 피오라",2.0
"띠아, 샬럿, 이안",22.0
"비앙카, 알론소, 유민",4.666666666666667
"리오, 아비게일, 재키",10.75
"매그너스, 버니스, 이렘",14.5
"라우라, 윌리엄, 이안",25.0
"아비게일, 일레븐, 헤이즈",6.444444444444445
"다니엘, 로지, 이안",18.75
"르노어, 매그너스, 알렉스",21.5
"니키, 아드리아나, 얀",21.333333333333332
"나타폰, 매그너스, 셀린",16.0
"자히르, 테오도르, 현우",10.666666666666666
"알론소, 엠마, 유민",23.333333333333332
"쇼우, 아델라, 아비게일",35.0
"비앙카, 수아, 자히르",16.333333333333332
"버니스, 아비게일, 타지아",11.0
"로지, 쇼우, 캐시",2.0
"니키, 실비아, 현우",15.0
"마커스, 비앙카, 카밀로",27.0
"매그너스, 아델라, 카밀로",10.0
"에이든, 캐시, 하트",20.333333333333332
"아야, 알론소, 칼라",18.428571428571427
"바냐, 일레븐, 키아라",24.666666666666668
"리오, 알론소, 혜진",15.0
"이렘, 헤이즈, 현우",16.833333333333332
"레니, 수아, 엘레나",36.5
"쇼이치, 수아, 유민",17.0
"아이솔, 엘레나, 엠마",6.0
"띠아, 바냐, 아델라",17.75
"레온, 아이작, 엠마",42.0
"라우라, 바냐, 츠바메",15.571428571428571
"마커스, 셀린, 엠마",20.0
"가넷, 유민, 칼라",29.5
"비앙카, 에키온, 피올로",29.0
"비앙카, 얀, 클로에",9.0
"실비아, 에스텔, 이바",32.0
"쇼우, 에스텔, 테오도르",10.0
"나딘, 루크, 키아라",14.5
"다르코, 셀린, 피오라",38.0
"데비와 마를렌, 실비아, 카밀로",17.6
"라우라, 비앙카, 카밀로",16.2
"마커스, 에이든, 카티야",10.857142857142858
"니키, 다니엘, 엠마",21.5
"아이작, 자히르, 피오라",11.5
"라우라, 윌리엄, 재키",23.25
"쇼이치, 아이작, 제니",22.0
"매그너스, 바냐, 엠마",23.25
"아드리아나, 알론소, 현우",44.0
"레녹스, 리오, 캐시",19.285714285714285
"카밀로, 피오라, 현우",20.0
"비앙카, 아야, 키아라",10.5
"레니, 비앙카, 현우",10.0
"리오, 마커스, 이안",20.0
"마커스, 아드리아나, 현우",19.0
"띠아, 재키, 피올로",17.75
"에스텔, 유키, 테오도르",24.666666666666668
"다니엘, 아이작, 요한",19.0
"실비아, 칼라, 키아라",40.0
"리다이린, 마이, 에이든",27.0
"아델라, 엘레나, 펠릭스",9.0
"라우라, 시셀라, 타지아",17.333333333333332
"다르코, 아야, 에이든",17.875
"니키, 비앙카, 헤이즈",20.75
"엘레나, 츠바메, 캐시",22.5
"가넷, 리오, 아이작",22.5
"나타폰, 캐시, 케네스",15.75
"비앙카, 쇼우, 칼라",11.5
"레녹스, 버니스, 유민",4.5
"나타폰, 유키, 카밀로",22.5
"아이솔, 에키온, 펠릭스",24.0
"리오, 에스텔, 카밀로",20.571428571428573
"다르코, 로지, 칼라",21.333333333333332
"쇼우, 실비아, 카밀로",23.0
"버니스, 샬럿, 이안",23.0
"마커스, 제니, 타지아",8.5
"니키, 실비아, 아야",22.4
"루크, 아비게일, 엘레나",24.4
"라우라, 아델라, 피올로",17.333333333333332
"매그너스, 츠바메, 펠릭스",21.0
"아이작, 얀, 피오라",4.0
